day(UT),time(UT), mjd(day), sol(deg), ra(deg), ra sd(deg), de(deg), de sd(deg), vg(km/s), vg sd(km/s), a(AU), a sd(AU), 1/a(1/AU), 1/a sd(1/AU), q(AU), q sd(AU), e, e sd, peri(deg), peri sd(deg), node(deg), incl(deg), incl sd(deg), amag, dur(sec), lng1(deg), lat1(deg), H1(km), lng2(deg), lat2(deg), H2(km), L(km), Nrstar, Qc(deg), Ncam,  Er(deg), Ncam_org, Er_org (deg), Shower, dr, dv, dd, ZF, NightTime(hour), ZHR, 
2023/08/25, 15:06:42,60181.62965,151.8498,39.747,0,0.675,0,64.152,0,9.496,0,0.1053,0,0.587,0,0.9382,0,82.3643,0,331.8494,150.1864,0,-2.2,0.968,139.2383,37.7817,115.5,138.6251,37.9434,90.1,63.2,66,45.5,6,0,6,0, spo,-1,-1,-1,2.474,7.61,0.3251,
2023/08/25, 15:07:40,60181.63033,151.8504,79.202,0,56.94,0,61.857,0,-9.044,0,-0.1106,0,0.839,0,1.0928,0,132.4653,0,151.8505,118.3114,0,0.3,0.384,140.3068,36.8369,114.6,140.1576,36.6784,103.5,25,87,60.1,3,0,3,0, spo,-1,-1,-1,2.257,7.73,0.292,
2023/08/25, 15:10:18,60181.63215,151.8522,301.18,0,61.317,0,30.319,0,6.914,0,0.1446,0,0.974,0,0.8592,0,202.9835,0,151.852,47.7691,0,0.3,0.4,136.4721,34.768,88.9,136.5097,34.7109,78.1,13.1,114,81,2,0,2,0, spo,-1,-1,-1,1.203,7.9,0.1522,
2023/08/25, 15:10:18,60181.63216,151.8522,303.664,0,61.262,0,33.698,0,-23.9,0,-0.0418,0,0.97,0,1.0406,0,202.9691,0,151.852,51.5684,0,-0.2,0.317,136.4715,34.7609,87.8,136.5057,34.7067,77.3,12.5,14,83.9,2,0,2,0, spo,-1,-1,-1,1.193,7.9,0.1509,
2023/08/25, 15:16:35,60181.63652,151.8564,66.666,0,63.623,0,43.77,0,1.04,0,0.9618,0,0.765,0,0.2646,0,80.5418,0,151.8564,94.7006,0,1.2,0.133,140.3996,35.9692,102.2,140.3666,35.9276,98.3,6.8,159,2.6,2,0,2,0, spo,-1,-1,-1,1.739,7.8,0.223,
2023/08/25, 15:22:11,60181.64041,151.8602,50.54,0,9.279,0,67.166,0,4.441,0,0.2252,0,0.88,0,0.8018,0,44.7816,0,331.8595,163.6944,0,-0.8,0.3,136.8646,36.7458,106.5,136.657,36.7593,98.7,20.4,47,31.7,2,0,2,0, spo,-1,-1,-1,2.655,7.72,0.3437,
2023/08/25, 15:23:03,60181.64101,151.8607,327.112,0,-2.135,0,7.663,0,1.112,0,0.8989,0,0.812,0,0.2704,0,265.7414,0,151.8564,2.6652,0,0.3,0.133,138.2576,35.3146,78.3,138.2614,35.3224,76.7,1.9,27,16.6,2,0,2,0, spo,-1,-1,-1,1.161,7.85,0.1479,
2023/08/25, 15:24:02,60181.64169,151.8614,48.403,0,73.272,0,51.095,0,10.154,0,0.0985,0,0.995,0,0.902,0,165.3378,0,151.8614,91.7071,0,-1.5,0.617,136.4052,35.1644,110.4,136.3098,34.9569,89.2,32.7,52,87.8,6,0,6,0, spo,-1,-1,-1,1.547,7.88,0.1962,
2023/08/25, 15:24:02,60181.64169,151.8614,49.183,0,76.372,0,51.132,0,-21.078,0,-0.0474,0,0.991,0,1.047,0,164.2634,0,151.8614,88.7196,0,-2,0.534,136.3629,35.1449,106.9,136.2947,34.9597,88.9,28.2,18,53.1,2,0,2,0, spo,-1,-1,-1,1.572,7.88,0.1994,
2023/08/25, 15:24:12,60181.64181,151.8615,39.189,0,21.299,0,54.056,0,0.925,0,1.0814,0,0.352,0,0.6195,0,314.771,0,151.8623,166.0615,0,0.9,0.117,140.1871,34.9221,92,140.1321,34.9228,87.5,6.8,85,2.3,2,0,2,0, spo,-1,-1,-1,1.528,7.89,0.1938,
2023/08/25, 15:25:25,60181.64265,151.8623,57.086,0,21.04,0,67.115,0,2.681,0,0.373,0,1.002,0,0.6264,0,192.3575,0,151.8687,178.1825,0,-0.5,0.267,137.8837,36.4225,100.1,137.6998,36.3994,92.3,18.7,97,82.9,5,0,5,0, spo,-1,-1,-1,2.383,7.76,0.3073,
2023/08/25, 15:32:03,60181.64726,151.8668,346.614,0,23.641,0,46.038,0,-4.333,0,-0.2308,0,0.315,0,1.0727,0,289.2924,0,151.8667,61.0137,0,2,0.2,139.2242,34.7944,94.9,139.2221,34.8109,85.2,9.9,99,11.3,2,0,2,0, spo,-1,-1,-1,1.019,7.89,0.129,
2023/08/25, 15:34:05,60181.64868,151.8681,246.672,0,64.373,0,24.079,0,4.705,0,0.2126,0,1.003,0,0.7867,0,169.5106,0,151.8679,36.9626,0,0.7,0.6,137.0441,35.9274,96.6,137.1495,35.7686,83.9,23.9,202,76.5,5,0,5,0, spo,-1,-1,-1,1.877,7.81,0.2403,
2023/08/25, 15:36:08,60181.6501,151.8695,40.153,0,-11.362,0,58.974,0,5.733,0,0.1744,0,0.579,0,0.899,0,84.3778,0,331.8694,124.428,0,0.4,0.484,140.487,36.6203,109.1,140.2441,36.7499,98.4,28.6,119,28.9,2,0,2,0, spo,-1,-1,-1,2.671,7.72,0.3457,
2023/08/25, 15:36:35,60181.65041,151.8698,1.453,0,11.208,0,27.162,0,0.875,0,1.1426,0,0.145,0,0.8341,0,332.0136,0,151.8692,17.5102,0,1.2,0.15,140.4912,35.8857,90.1,140.4796,35.9016,85.9,4.7,164,23.5,2,0,2,0, spo,-1,-1,-1,1.119,7.8,0.1435,
2023/08/25, 15:37:00,60181.6507,151.8701,64.819,0,53.49,0,61.015,0,4.916,0,0.2034,0,0.947,0,0.8073,0,149.2329,0,151.8702,124.0888,0,-0.7,0.317,138.4108,36.1316,106.8,138.2846,36.0304,95.4,19.8,35,73.4,3,0,3,0, spo,-1,-1,-1,1.751,7.79,0.2248,
2023/08/25, 15:37:45,60181.65122,151.8706,316.817,0,20.206,0,6.771,0,1.099,0,0.9097,0,0.871,0,0.2076,0,258.7294,0,151.869,7.3663,0,0.5,0.3,139.1962,36.7039,75.7,139.211,36.7094,72.1,3.9,71,47.5,2,0,2,0, spo,-1,-1,-1,1.078,7.73,0.1395,
2023/08/25, 15:38:53,60181.652,151.8713,53.128,0,7.281,0,67.613,0,5.544,0,0.1804,0,0.925,0,0.8331,0,35.4902,0,331.8708,159.4406,0,0.7,0.3,137.7906,36.2378,114,137.5881,36.2601,106,20.3,93,86.1,3,0,3,0, spo,-1,-1,-1,2.559,7.77,0.3294,
2023/08/25, 15:41:31,60181.65384,151.8731,277.144,0,16.788,0,13.164,0,3.768,0,0.2654,0,0.978,0,0.7404,0,202.4827,0,151.8722,12.7145,0,2.6,0.667,136.9746,35.4211,94.6,137.0775,35.4174,87.8,11.6,264,11.7,2,0,2,0, spo,-1,-1,-1,1.714,7.84,0.2185,
2023/08/25, 15:41:37,60181.65391,151.8732,70.77,0,37.426,0,69.274,0,-17.367,0,-0.0576,0,0.904,0,1.052,0,142.5291,0,151.8736,153.4016,0,-1.7,0.45,137.821,35.1299,113.9,137.5285,34.9934,99.3,34.4,65,87.9,11,0,11,0, spo,-1,-1,-1,2.379,7.88,0.3019,
2023/08/25, 15:41:56,60181.65413,151.8734,80.6,0,28.369,0,67.584,0,13.151,0,0.076,0,0.7,0,0.9467,0,111.6328,0,151.8745,169.74,0,-0.4,0.4,141.7724,35.7756,110.7,141.5058,35.6811,102.6,27.9,88,18.4,2,0,2,0, spo,-1,-1,-1,3.502,7.82,0.4479,
2023/08/25, 15:43:10,60181.65498,151.8742,320.995,0,28.766,0,2183.735,0,0,0,-5369.5483,0,0.669,0,3593.2671,0,228.5677,0,151.8742,92.5993,0,-3.6,0.083,131.1176,35.6506,2273.2,132.013,35.8643,1932,359.3,31,83.2,2,0,2,0, spo,-1,-1,-1,1.049,7.8,0.1345,
2023/08/25, 15:45:44,60181.65676,151.8759,67.005,0,24.41,0,69.854,0,9.577,0,0.1044,0,0.965,0,0.8992,0,154.7574,0,151.8784,175.4027,0,0.4,0.284,140.3872,36.2398,113.6,140.1919,36.2025,105.2,20.2,85,81.7,2,0,2,0, spo,-1,-1,-1,2.4,7.77,0.3087,
2023/08/25, 15:46:45,60181.65747,151.8766,330.73,0,68.845,0,37.127,0,3.829,0,0.2612,0,0.972,0,0.7461,0,204.3634,0,151.8765,63.5477,0,-1.3,0.217,141.1001,37.3998,87,141.1111,37.3599,79.9,8.5,26,47.9,2,0,2,0, spo,-1,-1,-1,1.188,7.67,0.1549,
2023/08/25, 15:46:53,60181.65756,151.8767,66.538,0,34.246,0,70.104,0,-30.274,0,-0.033,0,0.959,0,1.0317,0,153.9938,0,151.8772,158.5291,0,-1.2,0.434,137.0426,34.3143,114,136.7517,34.2021,98.9,33.6,46,56,3,0,3,0, spo,-1,-1,-1,2.237,7.95,0.2816,
2023/08/25, 15:47:12,60181.65779,151.8769,340.232,0,25.235,0,86.63,0,-0.173,0,-5.7751,0,0.479,0,3.7678,0,250.4545,0,151.8769,85.8969,0,-0.8,0.217,136.0209,35.7744,116.1,136.0414,35.8058,96.4,20.1,50,2.3,2,0,2,0, spo,-1,-1,-1,1.02,7.81,0.1307,
2023/08/25, 15:48:27,60181.65865,151.8777,14.805,0,36.818,0,57.418,0,11.939,0,0.0838,0,0.527,0,0.9559,0,268.8661,0,151.8778,115.9052,0,0.8,0.267,137.1887,35.6457,107.6,137.1269,35.6356,93.1,15.6,147,65.2,3,0,3,0, spo,-1,-1,-1,1.079,7.82,0.1379,
2023/08/25, 15:49:26,60181.65934,151.8784,3.333,0,79.038,0,38.53,0,2.171,0,0.4606,0,1.011,0,0.5345,0,178.0298,0,151.8783,70.2568,0,1.1,0.217,137.0782,35.4851,88.9,137.073,35.436,83,8.1,135,7.2,2,0,2,0, spo,-1,-1,-1,1.373,7.84,0.1752,
2023/08/25, 15:49:46,60181.65956,151.8786,21.728,0,33.508,0,60.666,0,11.697,0,0.0855,0,0.546,0,0.9533,0,266.6968,0,151.8788,130.0842,0,-0.8,0.334,139.2939,34.5861,110.2,139.1964,34.5763,91.4,20.9,16,62.3,3,0,3,0, spo,-1,-1,-1,1.115,7.91,0.1409,
2023/08/25, 15:49:46,60181.65957,151.8786,22.13,0,34.328,0,59.275,0,4.847,0,0.2063,0,0.542,0,0.8881,0,269.1534,0,151.8788,128.5027,0,-1.2,0.333,139.2985,34.5916,110.4,139.2008,34.579,91.7,20.9,96,31.3,2,0,2,0, spo,-1,-1,-1,1.116,7.91,0.1411,
2023/08/25, 15:51:50,60181.661,151.88,57.981,0,3.945,0,68.993,0,54.838,0,0.0182,0,0.986,0,0.982,0,17.9447,0,331.8796,152.7634,0,-0.6,0.35,136.8067,38.6262,108,136.545,38.6614,100,24.8,52,27.8,2,0,2,0, spo,-1,-1,-1,3.134,7.54,0.4155,
2023/08/25, 15:54:29,60181.66284,151.8818,8.362,0,1.799,0,50.253,0,9.695,0,0.1031,0,0.001,0,0.9999,0,175.9518,0,331.8817,106.3753,0,-1.3,0.167,137.2363,33.8286,92.1,137.2043,33.8689,84.6,9.2,41,7.9,2,0,2,0, spo,-1,-1,-1,1.241,7.97,0.1557,
2023/08/25, 15:55:35,60181.66361,151.8825,273.842,0,75.01,0,29.654,0,3.539,0,0.2826,0,1.01,0,0.7147,0,175.6694,0,151.8824,49.1483,0,0.9,0.667,137.4845,36.207,93,137.5403,36.0655,78.9,21.8,136,11.2,2,0,2,0, spo,-1,-1,-1,1.549,7.79,0.199,
2023/08/25, 16:03:53,60181.66937,151.8881,27.355,0,31.175,0,61.61,0,4.768,0,0.2097,0,0.571,0,0.8802,0,265.9243,0,151.8883,140.0038,0,0,0.2,140.4039,35.924,106.8,140.339,35.9242,95.3,13,66,71.4,3,0,3,0, spo,-1,-1,-1,1.128,7.8,0.1446,
2023/08/25, 16:05:12,60181.67028,151.889,27.514,0,-7.018,0,56.679,0,6.856,0,0.1459,0,0.257,0,0.9624,0,121.3088,0,331.8888,127.1665,0,-0.7,0.267,136.9038,37.1658,97.1,136.8035,37.2456,88.2,15.6,49,75.9,2,0,2,0, spo,-1,-1,-1,1.743,7.68,0.227,
2023/08/25, 16:06:46,60181.67137,151.89,52.796,0,-13.759,0,59.666,0,4.504,0,0.222,0,0.868,0,0.8072,0,46.8294,0,331.8899,121.7678,0,-0.6,0.784,139.5312,34.0415,107.6,139.1057,34.2474,93,48.4,65,25.1,4,0,4,0, spo,-1,-1,-1,3.306,7.94,0.4162,
2023/08/25, 16:08:58,60181.67289,151.8915,352.608,0,60.616,0,38.613,0,1.816,0,0.5506,0,0.849,0,0.5325,0,237.3481,0,151.8914,71.3048,0,-0.6,0.25,139.382,36.1623,102.9,139.3835,36.1237,93.2,10.6,32,85.8,3,0,3,0, spo,-1,-1,-1,1.096,7.78,0.1408,
2023/08/25, 16:09:41,60181.6734,151.892,55.922,0,-4.43,0,64.772,0,6.54,0,0.1529,0,0.942,0,0.856,0,31.6411,0,331.8917,138.3915,0,-0.3,0.417,135.8043,34.5397,108.5,135.5352,34.6159,99.5,28,13,76.3,2,0,2,0, spo,-1,-1,-1,3.114,7.91,0.3936,
2023/08/25, 16:09:57,60181.67358,151.8921,56.424,0,-8.6,0,64.217,0,16.345,0,0.0612,0,0.946,0,0.9421,0,29.8091,0,331.892,131.6302,0,-1.4,0.734,135.4779,34.5415,109,135.0178,34.693,96.2,47.9,59,56.3,2,0,2,0, spo,-1,-1,-1,3.723,7.9,0.471,
2023/08/25, 16:22:01,60181.68196,151.9002,47.723,0,12.746,0,252.414,0,-0.018,0,-54.5999,0,0.977,0,54.3215,0,15.0966,0,331.8982,174.3421,0,-3.4,0.1,134.9026,37.7529,422.1,134.6941,37.7901,407.4,24.9,50,83.4,2,0,2,0, spo,-1,-1,-1,1.697,7.63,0.2225,
2023/08/25, 16:22:24,60181.68223,151.9005,29.263,0,16.3,0,61.337,0,3.473,0,0.288,0,0.363,0,0.8953,0,290.844,0,151.9016,169.7569,0,1.7,0.1,139.736,34.9352,107.6,139.7053,34.9477,102.6,5.9,62,36.3,2,0,2,0, spo,-1,-1,-1,1.192,7.88,0.1512,
2023/08/25, 16:22:43,60181.68245,151.9007,54.103,0,8.445,0,74.491,0,-2.226,0,-0.4492,0,0.966,0,1.4337,0,22.4824,0,331.9001,162.3397,0,0.8,0.4,136.8056,34.6849,116.9,136.5564,34.7277,102.6,27.7,78,41.5,3,0,3,0, spo,-1,-1,-1,1.94,7.9,0.2455,
2023/08/25, 16:26:15,60181.6849,151.9031,59.031,0,16.468,0,65.595,0,2.027,0,0.4933,0,1.006,0,0.504,0,10.1458,0,331.9014,173.0381,0,1,0.167,139.4022,34.8077,99.5,139.302,34.8121,93.1,11.3,37,19.5,2,0,2,0, spo,-1,-1,-1,1.777,7.89,0.225,
2023/08/25, 16:26:50,60181.68531,151.9034,81.384,0,47.279,0,60.934,0,3.752,0,0.2665,0,0.706,0,0.8118,0,109.109,0,151.9036,131.8766,0,-0.2,0.233,137.0015,35.1552,108.6,136.8994,35.086,101.8,14,67,35.5,2,0,2,0, spo,-1,-1,-1,2.068,7.87,0.2628,
2023/08/25, 16:27:25,60181.68572,151.9038,1.424,0,-4.55,0,37.72,0,1.91,0,0.5237,0,0.091,0,0.9522,0,149.8745,0,331.9046,14.5092,0,0.3,0.184,139.1835,35.4748,94.2,139.18,35.5206,87.9,8.2,38,34.9,2,0,2,0, spo,-1,-1,-1,1.289,7.83,0.1645,
2023/08/25, 16:27:40,60181.68588,151.904,292.984,0,63.086,0,15.219,0,1.256,0,0.7964,0,0.986,0,0.2145,0,210.4302,0,151.9036,27.665,0,1,0.834,138.0662,36.3044,92.3,138.13,36.2237,80.4,16,122,66.1,2,0,2,0, spo,-1,-1,-1,1.347,7.77,0.1733,
2023/08/25, 16:34:12,60181.69042,151.9084,3.965,0,3.896,0,45.375,0,3.346,0,0.2989,0,0.014,0,0.996,0,347.7525,0,151.9078,19.0895,0,0.5,0.167,140.5491,34.7024,93.3,140.5468,34.7365,86.7,7.6,66,13.6,2,0,2,0, spo,-1,-1,-1,1.158,7.9,0.1465,
2023/08/25, 16:34:18,60181.69049,151.9084,319.481,0,76.567,0,38.896,0,13.44,0,0.0744,0,1.009,0,0.925,0,185.5039,0,151.9083,64.4622,0,0.2,0.417,139.7766,36.6097,105.7,139.8033,36.5101,93.5,16.7,56,85.5,3,0,3,0, spo,-1,-1,-1,1.373,7.75,0.1772,
2023/08/25, 16:35:39,60181.69143,151.9093,332.687,0,-14.226,0,17.391,0,1.674,0,0.5973,0,0.651,0,0.6112,0,86.4734,0,331.9165,1.6047,0,2,0.167,137.0083,35.9248,79,137.0231,35.9451,76.8,3.4,151,46.5,2,0,2,0, spo,-1,-1,-1,1.586,7.8,0.2034,
2023/08/25, 16:37:10,60181.69249,151.9104,6.077,0,52.821,0,37.753,0,1.084,0,0.9222,0,0.594,0,0.4524,0,288.9341,0,151.9103,76.764,0,1.5,0.35,137.2922,35.8206,104.3,137.2816,35.7846,91,13.9,154,72.3,2,0,2,0, spo,-1,-1,-1,1.048,7.81,0.1342,
2023/08/25, 16:43:35,60181.69694,151.9147,38.252,0,29.427,0,59.462,0,1.479,0,0.6763,0,0.637,0,0.569,0,271.0951,0,151.915,151.5162,0,-0.1,0.1,139.2887,35.7819,103.5,139.254,35.783,97.9,6.5,34,86.2,2,0,2,0, spo,-1,-1,-1,1.152,7.81,0.1475,
2023/08/25, 16:44:02,60181.69725,151.915,348.96,0,25.579,0,39.833,0,3.141,0,0.3184,0,0.3,0,0.9044,0,298.7102,0,151.9148,56.211,0,-0.6,0.117,136.5416,35.6129,89,136.5515,35.6199,84.1,5.1,101,86.4,2,0,2,0, spo,-1,-1,-1,1.029,7.83,0.1315,
2023/08/25, 16:44:02,60181.69725,151.915,348.878,0,25.205,0,41.867,0,5.53,0,0.1808,0,0.3,0,0.9458,0,296.5909,0,151.9148,58.9098,0,-0.5,0.2,136.5338,35.6124,92.5,136.5509,35.6249,84.1,8.6,119,85,2,0,2,0, spo,-1,-1,-1,1.031,7.83,0.1317,
2023/08/25, 16:45:49,60181.69849,151.9162,306.716,0,70.166,0,30.136,0,2.601,0,0.3845,0,0.996,0,0.6171,0,196.0764,0,151.916,51.5192,0,0.6,0.267,138.3472,35.373,91.4,138.3753,35.3168,84.4,9.8,53,36.7,3,0,3,0, spo,-1,-1,-1,1.396,7.85,0.1777,
2023/08/25, 16:47:49,60181.69988,151.9175,60.454,0,10.969,0,70.006,0,17.08,0,0.0585,0,1.008,0,0.941,0,5.6393,0,331.9168,163.7157,0,-2.4,0.267,135.3652,35.2728,110.7,135.1934,35.2944,100.9,18.8,21,30.6,3,0,3,0, spo,-1,-1,-1,1.932,7.85,0.246,
2023/08/25, 16:47:49,60181.69988,151.9175,2.647,0,8.85,0,49.944,0,-220.122,0,-0.0045,0,0.023,0,1.0001,0,342.4707,0,151.9174,74.4511,0,0.6,0.45,137.0245,34.8557,258.1,137.0219,34.9863,226.7,34.8,113,48.8,2,0,2,0, spo,-1,-1,-1,1.109,7.88,0.1407,
2023/08/25, 16:54:00,60181.70417,151.9216,41.406,0,27.421,0,64.027,0,2.464,0,0.4058,0,0.773,0,0.6864,0,245.0843,0,151.9221,158.9111,0,-0.3,0.1,140.3076,34.6292,96.4,140.2732,34.6313,90.8,6.5,53,8.4,2,0,2,0, spo,-1,-1,-1,1.156,7.91,0.1461,
2023/08/25, 16:54:45,60181.70469,151.9221,347.091,0,8.912,0,37.842,0,5.478,0,0.1826,0,0.214,0,0.9609,0,307.4373,0,151.9217,27.0891,0,1.3,0.133,137.5618,35.6403,86.4,137.5784,35.6597,81.9,5.3,190,10.8,2,0,2,0, spo,-1,-1,-1,1.156,7.82,0.1478,
2023/08/25, 16:55:39,60181.70532,151.9227,32.923,0,67.771,0,51.915,0,5.863,0,0.1706,0,1.01,0,0.8278,0,184.1889,0,151.9228,95.459,0,-0.3,0.217,141.071,37.0433,101,141.0502,36.9886,91.3,11.7,39,60.5,2,0,2,0, spo,-1,-1,-1,1.199,7.7,0.1557,
2023/08/25, 16:55:43,60181.70536,151.9228,50.154,0,6.024,0,64.635,0,2.649,0,0.3775,0,0.834,0,0.6851,0,55.2498,0,331.9223,157.4338,0,0,0.167,140.886,35.7166,106.9,140.8107,35.7485,99.9,10.5,63,36.8,3,0,3,0, spo,-1,-1,-1,1.504,7.81,0.1925,
2023/08/25, 16:59:44,60181.70815,151.9255,33.337,0,4.536,0,60.484,0,3.141,0,0.3184,0,0.364,0,0.8842,0,111.3596,0,331.925,158.8766,0,0.6,0.133,136.9326,35.5145,101.5,136.8915,35.5463,95.3,8.1,141,63.6,3,0,3,0, spo,-1,-1,-1,1.308,7.83,0.167,
2023/08/25, 17:00:14,60181.7085,151.9258,70.353,0,24.444,0,70.453,0,59.395,0,0.0168,0,0.925,0,0.9844,0,145.9283,0,151.9287,176.0882,0,-0.7,0.217,138.2325,36.9216,112,138.0944,36.9096,103.1,15.4,107,40.6,2,0,2,0, spo,-1,-1,-1,1.742,7.71,0.226,
2023/08/25, 17:01:40,60181.7095,151.9268,59.802,0,24.08,0,65.702,0,2.041,0,0.4899,0,1.011,0,0.5049,0,178.1428,0,151.9286,173.7187,0,0.4,0.2,140.4005,35.2982,107.9,140.2933,35.2984,97.8,14.1,48,50.6,3,0,3,0, spo,-1,-1,-1,1.408,7.85,0.1793,
2023/08/25, 17:06:06,60181.71258,151.9297,24.588,0,-4.227,0,55.047,0,4.039,0,0.2476,0,0.169,0,0.9582,0,134.5885,0,331.9296,130.918,0,-0.7,0.267,140.5299,35.0494,100.5,140.4892,35.1332,88.8,15.5,74,37.4,4,0,4,0, spo,-1,-1,-1,1.325,7.87,0.1685,
2023/08/25, 17:10:09,60181.71539,151.9324,63.006,0,20.359,0,73.519,0,-4.684,0,-0.2135,0,1.006,0,1.2147,0,352.1572,0,331.9233,178.7477,0,-0.3,0.234,136.0315,34.9053,110.9,135.8727,34.9077,98.8,19.1,49,73,3,0,3,0, spo,-1,-1,-1,1.587,7.89,0.2012,
2023/08/25, 17:12:38,60181.71711,151.9341,65.296,0,63.634,0,60.315,0,-5.767,0,-0.1734,0,0.958,0,1.1661,0,154.5699,0,151.9342,109.9417,0,-0.8,0.233,136.5937,34.1336,108,136.5397,34.0613,98.4,13.5,92,60.2,3,0,3,0, spo,-1,-1,-1,1.42,7.96,0.1785,
2023/08/25, 17:13:33,60181.71775,151.9347,44.903,0,21.904,0,68.204,0,7.228,0,0.1383,0,0.844,0,0.8832,0,229.6078,0,151.9361,171.3642,0,-0.2,0.234,136.8904,35.9413,112.5,136.7923,35.961,98.9,16.5,160,41,2,0,2,0, spo,-1,-1,-1,1.212,7.8,0.1555,
2023/08/25, 17:13:34,60181.71775,151.9347,47.23,0,17.108,0,64.991,0,2.263,0,0.442,0,0.812,0,0.641,0,60.1792,0,331.9233,178.9978,0,-0.4,0.116,136.8837,35.9393,110.4,136.8349,35.9526,104.5,7.6,125,71.4,2,0,2,0, spo,-1,-1,-1,1.284,7.8,0.1647,
2023/08/25, 17:13:55,60181.71801,151.935,13.089,0,35.456,0,54.039,0,3.44,0,0.2907,0,0.437,0,0.873,0,282.5917,0,151.9351,111.5385,0,0.7,0.2,136.7746,35.968,100.7,136.7667,35.9684,89.6,11.2,155,49.8,2,0,2,0, spo,-1,-1,-1,1.002,7.79,0.1286,
2023/08/25, 17:13:56,60181.71801,151.935,12.198,0,38.416,0,62.798,0,-1.998,0,-0.5006,0,0.617,0,1.3088,0,251.806,0,151.9351,115.7609,0,0.8,0.1,136.7716,35.9835,100.7,136.7677,35.9805,93.6,7.2,111,16.4,2,0,2,0, spo,-1,-1,-1,1.002,7.79,0.1286,
2023/08/25, 17:17:19,60181.72036,151.9372,30.432,0,-15.478,0,56.662,0,-24.209,0,-0.0413,0,0.408,0,1.0169,0,100.5368,0,331.9372,111.4629,0,-0.8,0.367,139.109,36.2956,101.5,139.0393,36.4333,89.4,20.7,70,81.9,2,0,2,0, spo,-1,-1,-1,1.705,7.75,0.2199,
2023/08/25, 17:18:10,60181.72095,151.9378,40.54,0,-26.606,0,51.465,0,6.302,0,0.1587,0,0.67,0,0.8937,0,73.4094,0,331.9378,95.3934,0,-2.2,0.967,136.6379,35.6407,110,136.3569,36.0401,89.1,56,52,84.7,11,0,11,0, spo,-1,-1,-1,2.652,7.79,0.3405,
2023/08/25, 17:19:19,60181.72176,151.9386,58.548,0,8.855,0,68.257,0,5.479,0,0.1825,0,0.996,0,0.8183,0,14.8481,0,331.938,160.485,0,-0.4,0.1,136.8718,34.5577,109.7,136.8158,34.573,105.2,7.1,120,70,2,0,2,0, spo,-1,-1,-1,1.587,7.91,0.2006,
2023/08/25, 17:19:21,60181.72178,151.9386,336.075,0,-38.685,0,24.059,0,9.47,0,0.1056,0,0.714,0,0.9246,0,67.0919,0,331.9392,18.1626,0,-0.3,1.568,136.284,36.1508,93.2,136.4689,36.4663,83.9,40.4,72,58,4,0,4,0, spo,-1,-1,-1,4.235,7.75,0.5464,
2023/08/25, 17:23:42,60181.7248,151.9415,77.6,0,60.272,0,63.365,0,-2.726,0,-0.3669,0,0.884,0,1.3245,0,141.3103,0,151.9416,115.0332,0,0.4,0.234,137.1225,35.9912,112.6,137.0497,35.9156,102.7,14.7,166,17.9,3,0,3,0, spo,-1,-1,-1,1.483,7.8,0.1901,
2023/08/25, 17:25:18,60181.72591,151.9426,36.843,0,30.388,0,2298.319,0,0,0,-5813.3506,0,0.966,0,5615.793,0,197.1595,0,151.9433,164.1184,0,-2,0.05,145.2809,37.2601,2724.4,144.8558,37.3907,2518.1,214.1,139,41.5,2,0,2,0, spo,-1,-1,-1,1.038,7.67,0.1354,
2023/08/25, 17:25:31,60181.72606,151.9427,265.416,0,40.128,0,640.914,0,-0.002,0,-479.9806,0,0.999,0,480.5344,0,188.7577,0,151.9426,62.5011,0,-7.7,2.3,163.491,27.0113,1833.6,168.0271,20.7171,2102.1,1126.2,81,41.3,2,0,2,0, spo,-1,-1,-1,-5.829,8.8,-0.6621,
2023/08/25, 17:28:43,60181.72828,151.9449,45.869,0,47.316,0,59.684,0,2.244,0,0.4456,0,0.99,0,0.5589,0,199.6644,0,151.945,128.3505,0,0.3,0.184,137.532,35.8787,111,137.4863,35.8522,100.7,11.5,152,58.8,2,0,2,0, spo,-1,-1,-1,1.121,7.81,0.1436,
2023/08/25, 17:29:17,60181.72868,151.9453,34.719,0,51.51,0,57.612,0,3.115,0,0.321,0,0.941,0,0.698,0,213.7836,0,151.9454,116.7605,0,-1.8,0.384,139.8374,37.2911,109.1,139.7855,37.2372,87.6,22.8,54,87.4,5,0,5,0, spo,-1,-1,-1,1.062,7.68,0.1384,
2023/08/25, 17:30:29,60181.72951,151.9461,44.28,0,28.796,0,59.222,0,1.234,0,0.8103,0,0.723,0,0.4144,0,268.4598,0,151.9465,156.7452,0,0.7,0.1,140.0795,35.1005,95.1,140.0544,35.1029,90,5.6,65,29,2,0,2,0, spo,-1,-1,-1,1.101,7.87,0.1399,
2023/08/25, 17:31:52,60181.73047,151.947,340.243,0,54.128,0,40.335,0,5.598,0,0.1786,0,0.804,0,0.8564,0,236.1982,0,151.9469,67.1254,0,-1.4,0.367,136.4746,35.5749,102.5,136.5278,35.5221,88.4,16,62,75.5,5,0,5,0, spo,-1,-1,-1,1.138,7.83,0.1452,
2023/08/25, 17:31:59,60181.73055,151.9471,39.024,0,41.774,0,61.455,0,2.846,0,0.3513,0,0.892,0,0.6865,0,224.5823,0,151.9473,133.8111,0,-1.9,0.167,141.9318,34.875,108.4,141.9016,34.861,98.2,10.6,139,10.1,2,0,2,0, spo,-1,-1,-1,1.05,7.89,0.1331,
